Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,WHIP,BABIP,FIP,xFIP,GB%,FB%,SwStr%,PlayerId
Cade Winquest,STL,"A+,AA",25,5,7,3.99,25,23,0,0,0,0,,106,460,105,54,39,9,5,1,110,9.34,3.31,2.82,0.59,23.9,8.5,15.4,1.36,0.332,3.57,3.66,48.0,30.9,10.6,sa3020805
Chris McElvain,TOR,"A,A+,CPX",24,0,6,4.42,21,21,0,0,0,0,,79.1,351,89,46,29,3,7,1,72,8.17,3.29,2.48,0.68,20.5,8.3,12.3,1.49,0.344,3.85,4.32,39.5,35.8,11.9,sa3020806
Geoffrey Gilbert,NYY,"A+,AA",24,3,0,2.47,31,1,0,0,2,1,,43.2,184,30,13,22,3,4,1,63,12.98,4.53,2.86,0.41,34.2,12.0,22.3,1.19,0.298,2.80,3.11,44.8,37.5,16.7,sa3020807
Connor Prielipp,MIN,"AA,AAA",24,1,9,4.03,24,23,0,0,0,0,,82.2,363,94,48,31,6,2,0,98,10.67,3.37,3.16,0.76,27.0,8.5,18.5,1.51,0.394,3.54,3.55,45.5,30.2,14.2,sa3020808
Harrison Cohen,NYY,"AA,AAA",26,3,2,1.76,49,1,0,0,5,1,,51,209,26,11,30,4,2,0,59,10.41,5.29,1.97,0.18,28.2,14.4,13.9,1.10,0.217,3.35,4.06,45.1,30.1,14.2,sa3020811
Magnus Ellerts,CLE,AA,24,2,0,4.71,32,0,0,0,5,0,,42,194,33,23,34,2,5,3,63,13.50,7.29,1.85,0.64,32.5,17.5,14.9,1.60,0.326,3.79,3.69,45.2,32.3,13.4,sa3020813
Miguel Cienfuegos,SDP,"AA,AAA",28,3,3,4.33,30,6,0,0,1,0,,68.2,294,67,38,27,2,3,1,57,7.47,3.54,2.11,0.13,19.4,9.2,10.2,1.37,0.319,3.64,4.41,58.8,18.1,9.5,sa3020816
Dylan Cumming,CHW,"A+,AA",26,5,7,5.00,29,14,0,0,0,1,,75.2,336,82,44,25,11,4,0,75,8.92,2.97,3.00,0.71,22.3,7.4,14.9,1.41,0.347,3.84,4.01,42.6,37.2,11.1,sa3020818
Luke Young,WSN,"A+,AA",23,1,3,4.63,47,0,0,0,0,0,,56.1,248,57,31,25,8,6,0,45,7.19,3.99,1.80,1.44,18.1,10.1,8.1,1.46,0.298,5.53,4.83,38.9,40.1,9.4,sa3020819
Hayden Merda,NYY,"A+,AA",25,4,2,4.00,44,1,0,0,2,1,,54,233,38,27,32,5,6,1,64,10.67,5.33,2.00,1.00,27.5,13.7,13.7,1.30,0.254,4.48,4.03,37.5,37.5,15.8,sa3020826
Riley Cornelio,WSN,"A+,AA,AAA",25,6,7,3.28,27,26,0,0,0,0,,134.1,544,99,55,55,2,7,0,135,9.04,3.68,2.45,0.74,24.8,10.1,14.7,1.15,0.258,3.70,3.97,37.6,39.9,12.1,sa3020830
Trey Dombroski,HOU,"AA,AAA",24,9,7,3.95,28,19,0,0,0,1,,120.2,507,99,57,55,4,4,0,122,9.10,4.10,2.22,0.52,24.1,10.8,13.2,1.28,0.288,3.69,4.12,43.8,34.1,12.4,sa3020833
Connor Noland,CHC,AAA,25,9,6,4.07,27,22,0,0,0,0,,132.2,579,133,69,55,4,3,2,115,7.80,3.73,2.09,0.88,19.9,9.5,10.4,1.42,0.306,4.37,4.63,48.1,30.0,10.9,sa3020834
Alex Hoppe,BOS,"AA,AAA",26,1,3,4.55,44,0,0,0,6,2,,61.1,276,59,34,34,2,6,0,73,10.71,4.99,2.15,0.73,26.4,12.3,14.1,1.52,0.333,3.88,3.83,54.7,25.5,14.2,sa3020836
Joshua Loeschorn,PIT,"A,A+,AA,CPX",25,1,0,2.86,26,0,0,0,3,1,,28.1,113,22,13,5,1,0,0,24,7.62,1.59,4.80,0.32,21.2,4.4,16.8,0.95,0.256,2.82,3.59,41.8,41.8,13.2,sa3020837
Reid VanScoter,SEA,AA,26,4,6,5.38,21,21,0,0,0,0,,87,396,110,55,34,1,3,0,72,7.45,3.52,2.12,1.14,18.2,8.6,9.6,1.66,0.356,4.65,4.00,51.0,24.1,7.6,sa3020839
Tyler Cleveland,SEA,"A+,AA",25,3,1,0.87,41,0,0,0,2,1,,51.2,196,22,9,17,7,2,0,50,8.71,2.96,2.94,0.00,25.5,8.7,16.8,0.75,0.180,2.91,4.05,44.2,36.7,10.0,sa3020840
Dominic Perachi,PIT,"A,A+,AA,CPX",24,3,1,3.37,13,12,0,0,0,0,,50.2,208,36,23,21,4,3,1,39,6.93,3.73,1.86,0.36,18.8,10.1,8.7,1.12,0.239,3.80,4.49,39.2,37.8,9.6,sa3020841
Joey Mancini,HOU,"AA,AAA",25,0,10,4.74,27,14,0,0,1,1,,123.1,553,133,73,47,11,8,1,84,6.13,3.43,1.79,1.17,15.2,8.5,6.7,1.46,0.296,5.22,4.96,42.9,33.7,8.7,sa3020858
Jared Karros,LAD,AA,24,1,5,6.54,12,12,0,0,0,0,,52.1,249,76,42,22,1,6,1,38,6.54,3.78,1.73,2.75,15.3,8.8,6.4,1.87,0.349,7.29,5.00,33.5,38.5,11.2,sa3020859
Samy Natera Jr.,LAA,"AA,AAA",25,4,1,2.84,49,0,0,0,8,4,,57,248,35,28,42,2,6,1,85,13.42,6.63,2.02,0.79,34.3,16.9,17.3,1.35,0.263,3.79,3.72,29.8,45.6,13.9,sa3020862
Isaiah Lowe,SDP,A+,22,3,12,5.69,22,22,0,0,0,0,,91.2,433,110,67,51,6,6,6,70,6.87,5.01,1.37,0.79,16.2,11.8,4.4,1.76,0.342,4.88,5.07,40.3,41.3,9.0,sa3020864
Austin Peterson,CLE,"AA,AAA",25,8,6,3.21,28,26,0,0,0,0,,145.2,591,130,58,40,6,2,1,127,7.85,2.47,3.18,0.93,21.5,6.8,14.7,1.17,0.285,3.96,4.30,35.4,39.0,11.2,sa3020868
Payton Martin,LAD,"A+,CPX",21,7,4,4.32,21,19,0,0,0,0,,81.1,341,79,41,25,1,5,0,82,9.07,2.77,3.28,1.11,24.0,7.3,16.7,1.28,0.309,4.14,3.47,38.2,34.2,14.7,sa3020869
Michael Knorr,HOU,"AA,AAA",25,5,3,5.03,46,1,0,0,2,2,,53.2,244,53,35,28,3,4,0,66,11.07,4.70,2.36,1.34,27.0,11.5,15.6,1.51,0.324,4.93,4.65,34.5,40.1,13.5,sa3020872
Andrew Taylor,HOU,A+,23,2,3,3.39,18,13,0,0,0,0,,58.1,246,52,26,30,0,3,0,54,8.33,4.63,1.80,0.93,22.0,12.2,9.8,1.41,0.295,4.42,4.40,31.1,47.0,8.7,sa3020873
Steven Zobac,KCR,"AA,CPX",24,0,4,7.25,14,14,0,0,0,0,,44.2,211,64,38,16,4,2,2,45,9.07,3.22,2.81,2.01,21.3,7.6,13.7,1.79,0.397,5.89,4.57,34.2,40.4,15.4,sa3020875
Jagger Haynes,SDP,AA,22,3,4,4.11,26,25,0,0,0,0,,103,443,83,55,62,7,13,2,101,8.83,5.42,1.63,1.05,22.8,14.0,8.8,1.41,0.272,5.01,4.56,43.7,32.2,12.3,sa3020876
Alex Cook,TBR,"AA,CPX",24,2,1,2.66,17,0,0,0,4,1,,20.1,83,14,9,8,0,3,0,28,12.39,3.54,3.50,0.44,33.7,9.6,24.1,1.08,0.283,2.34,2.86,23.9,50.0,15.6,sa3020879
Adam Maier,ATL,"A+,AAA",23,4,12,5.83,23,20,0,0,0,0,,100.1,444,96,69,46,11,5,3,77,6.91,4.13,1.67,0.99,17.3,10.4,7.0,1.42,0.284,4.99,4.63,46.3,32.7,8.2,sa3020883
Baron Stuart,NYY,"AA,AAA",25,1,2,4.37,33,6,0,0,2,1,,59.2,258,41,33,40,3,10,1,50,7.54,6.03,1.25,0.60,19.4,15.5,3.9,1.36,0.230,4.70,5.03,49.7,32.3,10.4,sa3020888
Marcelo Perez,SEA,"A+,AA",25,6,6,3.44,19,19,0,0,0,0,,91.2,370,80,35,23,5,3,0,62,6.09,2.26,2.70,0.98,16.8,6.2,10.5,1.12,0.259,4.43,4.33,43.9,33.2,10.7,sa3020889
Logan Clayton,ARI,"A+,AA",25,1,7,9.00,14,11,0,0,0,1,,48,239,64,50,30,6,6,0,34,6.38,5.63,1.13,0.94,14.2,12.6,1.7,1.96,0.360,5.64,6.05,33.1,38.0,9.0,sa3020890
Jackson Ferris,LAD,AA,21,10,7,3.86,26,24,0,0,0,0,,126,557,118,59,66,9,5,0,135,9.64,4.71,2.05,0.64,24.2,11.8,12.4,1.46,0.322,4.02,4.10,48.2,29.9,11.0,sa3020891
Jackson Cox,COL,A,21,4,6,3.39,23,23,0,0,0,0,,85,341,70,35,25,4,4,0,92,9.74,2.65,3.68,1.27,27.0,7.3,19.6,1.12,0.279,4.70,3.63,43.8,34.6,10.5,sa3020899
Christian Ruebeck,LAD,A+,24,2,3,6.81,36,0,0,0,2,2,,35.2,175,35,31,30,6,8,1,54,13.63,7.57,1.80,0.76,30.9,17.1,13.7,1.82,0.390,4.50,4.18,33.3,34.6,14.3,sa3020900
Henry Williams,KCR,"AA,AAA",23,5,8,4.64,23,21,0,0,1,0,,116.1,505,121,71,44,9,10,1,106,8.20,3.40,2.41,0.93,21.0,8.7,12.3,1.42,0.326,4.34,4.41,37.0,36.7,9.9,sa3020901
Luis Rujano,CHC,"A+,AA",22,1,3,3.96,33,3,0,0,3,1,,52.1,237,44,28,39,2,1,0,59,10.15,6.71,1.51,0.52,24.9,16.5,8.4,1.59,0.306,4.23,4.43,42.1,37.6,11.3,sa3020904
Jarret Whorff,MIN,"AA,AAA",26,6,5,5.55,42,0,0,0,1,5,,73,323,75,50,27,3,4,0,82,10.11,3.33,3.04,1.23,25.4,8.4,17.0,1.40,0.323,4.25,3.92,43.1,33.8,12.7,sa3020905
Pat Gallagher,TOR,"A+,AA",25,5,3,1.90,38,1,0,0,0,3,,75.2,308,55,22,28,1,9,0,84,9.99,3.33,3.00,0.24,27.3,9.1,18.2,1.10,0.275,2.65,3.25,46.5,29.9,14.4,sa3020938
Darren Bowen,MIN,AA,24,3,7,5.14,27,16,0,0,0,1,,84,373,83,53,38,7,7,2,58,6.21,4.07,1.53,1.82,15.5,10.2,5.4,1.44,0.261,6.31,5.33,36.8,41.4,10.4,sa3020945
Noah Schultz,CHW,"AA,AAA",21,4,5,4.68,17,17,0,0,0,0,,73,327,77,40,45,5,4,0,76,9.37,5.55,1.69,0.74,23.2,13.8,9.5,1.67,0.364,4.30,4.17,47.2,28.7,12.4,sa3020949
Sebastian Keane,NYY,"A+,AA",24,7,0,3.43,27,1,0,0,1,0,,39.1,169,28,19,21,4,2,0,38,8.69,4.81,1.81,0.92,22.5,12.4,10.1,1.25,0.235,4.68,4.50,35.0,39.8,11.8,sa3020953
Hunter Patteson,KCR,"A+,AA",25,9,1,2.97,24,21,0,0,1,0,,121.1,494,99,43,39,5,3,0,107,7.94,2.89,2.74,0.96,21.7,7.9,13.8,1.14,0.261,4.14,3.95,36.1,39.0,13.0,sa3020954
Victor Farias,WSN,"A,CPX",22,1,4,4.97,23,6,0,0,2,0,,54.1,255,47,43,44,14,8,2,54,8.94,7.29,1.23,0.50,21.2,17.3,3.9,1.67,0.314,5.50,5.48,42.0,34.1,10.9,sa3020957
Zack Showalter,STL,"A,A+,CPX",21,3,1,3.48,22,1,0,0,1,2,,31,139,15,12,33,4,3,1,32,9.29,9.58,0.97,0.00,23.0,23.7,-0.7,1.55,0.214,4.98,5.96,34.9,49.2,8.2,sa3020959
C.J. Widger,SFG,A+,26,1,1,7.64,33,0,0,0,1,3,,35.1,171,32,30,28,9,1,0,41,10.44,7.13,1.46,1.27,24.0,16.4,7.6,1.70,0.307,6.10,5.77,35.5,45.2,10.0,sa3020960
Luis Gastelum,STL,AA,23,3,5,4.02,46,0,0,0,10,5,,62.2,260,52,29,17,5,1,1,92,13.21,2.44,5.41,0.43,35.4,6.5,28.8,1.10,0.343,2.19,2.31,48.3,25.9,18.7,sa3020964
Eriberto Vasquez,CLE,DSL,21,1,2,5.55,13,0,0,0,0,2,,24.1,120,26,25,22,0,8,0,25,9.25,8.14,1.14,0.00,20.8,18.3,2.5,1.97,0.356,4.69,5.31,49.2,36.1,10.3,sa3020970
Carlos Hampshire,NYY,DSL,20,3,3,6.00,11,6,0,0,0,0,,36,171,27,26,33,7,12,1,41,10.25,8.25,1.24,0.00,24.0,19.3,4.7,1.67,0.300,5.09,5.58,55.1,29.2,12.9,sa3020971
Gary Gill Hill,TBR,A+,20,7,8,3.82,25,25,0,0,0,0,,136.2,569,129,63,30,12,8,0,107,7.05,1.98,3.57,1.12,18.8,5.3,13.5,1.16,0.278,4.37,3.64,48.8,27.8,9.9,sa3020972
Franyel Diaz,NYM,DSL,20,1,1,4.13,14,3,0,0,0,0,,32.2,152,22,18,28,7,10,0,38,10.47,7.71,1.36,0.00,25.0,18.4,6.6,1.53,0.278,4.92,5.26,56.5,23.2,16.0,sa3020976
Algeni Mejia,CLE,DSL,20,3,1,4.50,16,0,0,0,1,1,,24,113,26,16,19,0,3,0,29,10.88,7.13,1.53,0.00,25.7,16.8,8.8,1.88,0.400,3.99,4.68,38.2,43.6,16.3,sa3020977
Yereny Teus,TBR,CPX,21,1,3,5.08,11,6,0,0,0,1,,33.2,151,28,20,22,1,4,0,42,11.23,5.88,1.91,0.27,27.8,14.6,13.2,1.49,0.318,3.51,4.16,34.5,51.2,14.3,sa3020978
Franderly Morel,LAD,DSL,21,3,0,3.55,18,0,0,0,0,2,,33,152,33,22,13,4,10,2,39,10.64,3.55,3.00,0.55,25.7,8.6,17.1,1.39,0.330,4.00,3.96,44.3,40.9,15.0,sa3020980
Luis De La Cruz,MIA,"A,CPX",22,0,4,8.92,16,2,0,0,0,1,,35.1,187,42,42,30,10,13,2,34,8.66,7.64,1.13,0.51,18.2,16.0,2.1,2.04,0.360,5.76,5.65,44.4,22.2,13.3,sa3020981
Luis Aguilar,HOU,"A,A+,CPX",21,6,3,2.98,18,7,0,0,1,0,,63.1,257,49,29,20,5,3,0,65,9.24,2.84,3.25,0.99,25.3,7.8,17.5,1.09,0.263,4.14,3.52,36.2,39.3,12.5,sa3020982
Luis Reyes,CHW,A,19,4,9,4.34,23,23,0,0,0,0,,87,385,85,55,37,6,3,2,88,9.10,3.83,2.38,0.62,22.9,9.6,13.2,1.40,0.319,3.93,3.75,46.7,31.7,11.9,sa3020983
Daury Zapata,ATL,CPX,22,2,1,4.79,13,1,0,0,1,1,,20.2,109,23,15,22,3,2,1,27,11.76,9.58,1.23,0.00,24.8,20.2,4.6,2.18,0.404,4.58,5.49,41.1,41.1,14.6,sa3020986
Gilberto Batista,TOR,A,20,3,7,4.96,23,8,0,0,0,0,,85.1,371,96,55,22,4,4,1,83,8.75,2.32,3.77,1.58,22.4,5.9,16.4,1.38,0.328,4.80,3.74,35.4,38.5,13.7,sa3020987
Angel Cruz,LAD,DSL,20,3,1,3.79,18,4,0,0,2,1,,35.2,155,23,15,26,5,10,2,43,10.85,6.56,1.65,0.00,27.7,16.8,11.0,1.37,0.284,4.23,4.57,57.4,26.5,13.3,sa3020988
Edgar Moreta,NYM,A,21,4,3,4.10,12,9,0,0,0,2,,48.1,208,44,28,13,5,6,1,52,9.68,2.42,4.00,1.12,25.0,6.3,18.8,1.18,0.288,4.13,3.38,50.4,30.5,12.6,sa3020989
Wilfred Alvarado,OAK,"A,CPX",19,0,3,3.29,33,0,0,0,1,2,,54.2,237,52,28,25,3,9,0,62,10.21,4.12,2.48,0.49,26.2,10.5,15.6,1.41,0.340,4.11,4.33,39.3,41.4,15.1,sa3020990
Donny Troconis,OAK,A,19,5,0,1.24,11,9,0,0,0,0,,50.2,196,24,9,17,1,2,1,39,6.93,3.02,2.29,0.00,19.9,8.7,11.2,0.81,0.173,3.53,4.44,46.3,39.0,7.5,sa3020992
Eduar Gonzalez,TOR,CPX,19,1,1,3.99,10,1,0,0,0,0,,29.1,129,31,13,10,2,4,0,23,7.06,3.07,2.30,0.61,17.8,7.8,10.1,1.40,0.315,4.11,4.03,41.8,31.9,10.7,sa3020993
Baldemix Cabrera,TBR,CPX,22,3,3,4.11,12,3,0,0,0,0,,35,155,25,20,30,0,6,1,25,6.43,7.71,0.83,1.29,16.1,19.4,-3.2,1.57,0.211,6.57,5.89,34.3,51.5,12.3,sa3020994
Rafael Gonzalez,HOU,"A,CPX",20,3,7,4.57,18,11,0,0,1,0,,63,279,55,34,39,10,8,6,59,8.43,5.57,1.51,0.57,21.1,14.0,7.2,1.49,0.305,4.86,4.68,42.8,30.7,11.0,sa3020995
Wilkin Paredes,ARI,"A,A+",21,8,5,3.73,22,22,0,0,0,0,,115.2,501,123,53,42,3,6,4,64,4.98,3.27,1.52,1.01,12.8,8.4,4.4,1.43,0.290,5.36,5.11,44.0,36.2,9.7,sa3020998
Johan Moreno,SDP,"A,A+,AA",22,3,7,5.01,37,2,0,0,1,0,,79,355,74,54,40,7,10,1,99,11.28,4.56,2.48,0.80,27.9,11.3,16.6,1.44,0.332,4.35,3.99,42.1,34.2,13.4,sa3020999
Luis Vasquez,DET,DSL,20,3,1,3.25,19,0,0,0,1,1,,27.2,121,22,13,14,4,4,5,11,3.58,4.55,0.79,0.65,9.1,11.6,-2.5,1.30,0.222,6.13,5.93,44.0,35.7,7.1,sa3021001
Osiris Calvo,NYM,DSL,21,5,1,2.51,11,9,0,0,0,0,,43,172,33,15,9,2,2,2,45,9.42,1.88,5.00,0.42,26.2,5.2,20.9,0.98,0.272,3.31,3.49,36.9,44.1,20.6,sa3021004
Luis Carias,LAD,"A,CPX",20,0,5,6.04,14,8,0,0,0,0,,44.2,205,54,34,19,5,5,1,44,8.87,3.83,2.32,1.21,21.5,9.3,12.2,1.63,0.366,5.78,5.19,38.7,42.3,12.3,sa3021006
Samuel Sanchez,LAD,A,19,1,1,5.31,11,7,0,0,0,0,,39,173,48,26,10,0,1,0,28,6.46,2.31,2.80,1.62,16.2,5.8,10.4,1.49,0.320,5.67,4.58,34.6,43.1,11.2,sa3021008
Jesus Tillero,LAD,"A,CPX",19,2,3,4.50,19,12,0,0,0,0,,54,243,53,35,24,3,7,2,52,8.67,4.00,2.17,1.33,21.4,9.9,11.5,1.43,0.288,5.78,4.92,44.2,41.7,16.0,sa3021010
Luis Porfirio,MIA,DSL,19,0,0,4.18,11,4,0,0,0,0,,23.2,109,12,12,22,3,7,3,27,10.27,8.37,1.23,0.00,24.8,20.2,4.6,1.44,0.211,4.92,5.50,49.1,36.4,14.6,sa3021015
Lewis Sifontes,ATL,"A,CPX,DSL",19,2,2,4.91,9,2,0,0,0,1,,29.1,127,23,19,15,3,4,0,30,9.20,4.60,2.00,0.92,23.6,11.8,11.8,1.30,0.263,4.80,4.18,46.1,35.5,14.7,sa3021016
Dylan Wilson,SEA,CPX,19,1,6,5.47,12,9,0,0,0,1,,51,226,50,32,24,8,5,1,40,7.06,4.24,1.67,0.71,17.7,10.6,7.1,1.45,0.307,5.83,5.72,49.7,34.4,12.7,sa3021017
Jeremy Reyes,ATL,A,19,3,6,2.71,18,18,0,0,0,0,,76.1,328,47,30,49,12,7,1,84,9.90,5.78,1.71,0.24,25.6,14.9,10.7,1.26,0.249,4.11,4.38,43.0,32.4,13.7,sa3021018
Eccel Correa,BAL,"A,A+,AA",22,1,5,2.62,16,8,0,0,0,1,,65.1,275,56,34,22,1,9,0,50,6.89,3.03,2.27,0.55,18.2,8.0,10.2,1.19,0.263,3.80,3.92,46.1,32.5,10.9,sa3021019
Fabian Ysalla,CHW,"A,CPX",20,4,1,2.41,15,11,0,0,0,0,,56,229,47,20,21,2,2,2,44,7.07,3.38,2.10,0.32,19.2,9.2,10.0,1.21,0.281,4.51,4.81,55.5,31.6,12.1,sa3021020
Rainy Mota,PHI,DSL,19,5,0,7.16,15,0,0,0,0,0,,27.2,131,32,25,19,4,8,1,26,8.46,6.18,1.37,0.33,19.8,14.5,5.3,1.84,0.383,5.12,5.32,45.1,32.9,12.6,sa3021024
Duque Hebbert,DET,"A,A+,AA",23,6,2,4.86,33,1,0,0,2,1,,63,270,68,36,20,3,4,3,51,7.29,2.86,2.55,0.86,18.9,7.4,11.5,1.40,0.326,4.21,4.06,41.8,33.0,12.6,sa3021026
Christian Lopez,CIN,CPX,18,1,1,4.50,7,3,0,0,0,1,,26,111,29,18,4,3,0,0,23,7.96,1.38,5.75,1.38,20.7,3.6,17.1,1.27,0.325,5.54,4.29,48.1,28.6,16.2,sa3021027
Francis Texido,LAA,"A,A+",20,2,8,6.01,28,19,0,0,0,0,,103.1,490,94,77,92,9,30,2,92,8.01,8.01,1.00,0.61,18.8,18.8,0.0,1.80,0.300,5.96,6.19,34.7,42.4,8.9,sa3021028
Sandro Santana,ARI,"A,CPX",20,4,4,2.73,26,0,0,0,3,1,,59.1,251,44,25,31,3,7,1,61,9.25,4.70,1.97,0.46,24.3,12.4,12.0,1.26,0.268,4.42,4.54,48.6,35.8,8.6,sa3021030
Jose Zerpa,SEA,"A,A+,CPX",20,1,0,3.39,34,0,0,0,3,2,,58.1,237,55,24,15,0,5,0,46,7.10,2.31,3.07,0.31,19.4,6.3,13.1,1.20,0.305,3.61,4.34,36.2,43.1,9.4,sa3021037
Clevari Tejada,PIT,A,20,4,7,4.99,26,23,0,0,0,0,,92,394,81,53,40,9,9,1,74,7.24,3.91,1.85,0.39,18.8,10.2,8.6,1.32,0.288,4.10,4.53,43.9,32.3,9.8,sa3021040
Yeferson Vargas,LAA,"A,A+",20,7,7,5.14,26,26,0,0,0,0,,110.1,499,113,69,61,8,16,1,100,8.16,4.98,1.64,0.57,20.0,12.2,7.8,1.58,0.328,4.68,4.79,49.5,29.7,11.8,sa3021044
Yunior Tur,OAK,"A+,AA,AAA",25,4,9,3.29,30,26,0,0,0,0,,125.2,531,98,55,60,9,11,3,130,9.31,4.30,2.17,0.50,24.5,11.3,13.2,1.26,0.280,3.79,4.38,36.9,41.8,12.1,sa3021045
Omari Daniel,DET,CPX,21,1,2,4.44,18,0,0,0,4,3,,24.1,101,18,14,16,1,5,1,27,9.99,5.92,1.69,0.37,26.7,15.8,10.9,1.40,0.304,3.98,3.98,57.9,28.1,18.1,sa3021050
Jesus Gamez,TEX,"A,A+,CPX",22,3,2,1.17,30,0,0,0,7,1,,38.1,157,11,11,29,4,8,2,61,14.32,6.81,2.10,0.00,38.9,18.5,20.4,1.04,0.175,3.01,3.54,43.9,38.6,16.1,sa3021056
Janero Miller,MIA,DSL,19,3,1,3.49,11,3,0,0,0,0,,28.1,128,21,15,19,2,11,0,43,13.66,6.04,2.26,0.64,33.6,14.8,18.8,1.41,0.306,4.14,3.83,38.3,41.7,19.0,sa3021077
Moises Moreno,TBR,DSL,19,1,0,3.90,17,0,0,0,1,1,,27.2,120,25,13,17,1,5,0,15,4.88,5.53,0.88,0.00,12.5,14.2,-1.7,1.52,0.287,4.90,5.84,37.3,45.8,10.5,sa3021145
Jackson Lancaster,TBR,"A+,AA",26,5,1,2.91,30,0,0,0,2,2,,52.2,207,35,19,19,3,4,1,51,8.72,3.25,2.68,0.68,24.6,9.2,15.5,1.03,0.238,3.58,3.70,38.6,40.9,14.5,sa3021468
Thomas Ireland,TEX,"A,A+,AA",23,8,2,3.10,27,2,0,0,2,0,,81.1,334,71,39,24,5,2,2,71,7.86,2.66,2.96,0.11,21.3,7.2,14.1,1.17,0.300,3.01,3.42,54.7,23.6,12.8,sa3021469
Jesus Rios,KCR,A+,23,7,4,3.60,35,0,0,0,2,1,,55,242,58,30,19,6,9,0,44,7.20,3.11,2.32,0.65,18.2,7.9,10.3,1.40,0.320,4.12,4.08,39.4,31.9,7.1,sa3021471
Mavis Graves,PHI,A+,21,6,7,4.41,21,21,0,0,0,0,,81.2,372,74,51,51,9,4,6,103,11.35,5.62,2.02,0.66,27.7,13.7,14.0,1.53,0.335,4.03,4.11,36.5,39.0,13.4,sa3021472
Augusto Mendieta,KCR,"A,CPX",20,3,3,3.12,30,0,0,0,6,2,,43.1,186,42,22,13,2,8,0,57,11.84,2.70,4.38,0.00,30.6,7.0,23.7,1.27,0.368,2.10,2.68,54.1,27.9,18.0,sa3021473
Abel Fuerte,ARI,"A,CPX",20,2,1,4.88,20,0,0,0,4,0,,24,107,23,15,11,5,5,0,20,7.50,4.13,1.82,0.38,18.7,10.3,8.4,1.42,0.314,5.33,5.24,67.2,17.9,12.3,sa3021475
Ben Brutti,CIN,"A,CPX",22,1,3,4.76,22,0,0,0,3,1,,39.2,188,33,26,27,9,4,1,47,10.66,6.13,1.74,0.68,25.0,14.4,10.6,1.51,0.294,5.05,5.00,49.5,35.0,11.2,sa3021478
Ismael Cabral,TBR,DSL,21,1,3,4.79,12,8,0,0,0,1,,47,217,48,31,27,7,4,2,37,7.09,5.17,1.37,0.57,17.1,12.4,4.6,1.60,0.315,5.46,5.24,47.5,30.2,11.5,sa3021481
Jordi Infante,TBR,DSL,20,4,2,3.19,17,0,0,0,2,5,,36.2,155,24,16,22,5,6,0,35,8.59,5.40,1.59,0.25,22.6,14.2,8.4,1.25,0.250,4.69,4.82,51.1,29.5,12.3,sa3021482
Shawndrick Oduber,LAD,"A,CPX",20,4,2,5.98,30,0,0,0,0,1,,49.2,231,52,36,22,6,9,1,50,9.06,3.99,2.27,1.45,21.6,9.5,12.1,1.49,0.303,5.79,4.73,42.3,39.6,13.2,sa3021483
Marco Corcho,LAD,A,20,4,4,8.24,35,0,0,0,1,2,,43.2,231,64,41,35,9,10,1,38,7.83,7.21,1.09,0.62,16.5,15.2,1.3,2.27,0.418,6.18,6.12,45.9,28.8,9.6,sa3021484
Josnier Parra,OAK,CPX,23,3,4,6.65,12,9,1,1,0,0,,47.1,218,61,37,14,6,1,1,28,5.32,2.66,2.00,0.19,12.8,6.4,6.4,1.58,0.355,4.86,5.72,47.9,36.8,9.3,sa3021488
Luis Morellis,CIN,CPX,21,1,4,8.90,10,6,0,0,0,1,,29.1,149,33,30,27,4,12,1,27,8.28,8.28,1.00,0.31,18.1,18.1,0.0,2.05,0.356,6.27,7.08,36.7,45.6,12.6,sa3021489
Julio Rosario,KCR,A,22,2,7,4.35,30,0,0,0,5,1,,49.2,218,40,30,24,4,7,2,51,9.24,4.35,2.13,1.27,23.4,11.0,12.4,1.29,0.250,5.04,4.16,36.8,43.4,13.9,sa3021492
Darwin Rodriguez,KCR,"A,CPX",21,0,5,3.58,16,14,0,0,0,0,,55.1,228,47,25,11,8,0,2,63,10.25,1.79,5.73,0.98,27.6,4.8,22.8,1.05,0.293,4.41,3.67,46.2,29.4,10.3,sa3021497
Roberto Medina,TBR,CPX,20,2,1,2.92,17,0,0,0,1,3,,24.2,109,19,15,14,0,4,1,24,8.76,5.11,1.71,0.00,22.0,12.8,9.2,1.34,0.268,3.32,4.24,37.5,43.8,11.8,sa3021498
Paul Chacon,OAK,CPX,19,0,3,8.39,14,4,0,0,0,1,,24.2,131,35,29,18,4,4,0,20,7.30,6.57,1.11,0.73,15.3,13.7,1.5,2.15,0.379,6.61,6.50,41.9,35.1,12.5,sa3021499
Carlos Castillo,PIT,"A,A+",19,4,4,3.79,24,20,0,0,0,0,,95,391,86,49,33,8,1,2,76,7.20,3.13,2.30,0.38,19.4,8.4,11.0,1.25,0.304,3.79,3.96,48.7,24.5,9.1,sa3021500
Adrian Bohorquez,MIN,"A,A+",20,3,4,4.29,19,14,0,0,0,0,,71.1,312,53,38,31,15,5,2,85,10.72,3.91,2.74,0.88,27.2,9.9,17.3,1.18,0.264,4.33,4.20,33.3,44.6,12.4,sa3021501
